src_port,dst_port,packet_size,protocol,label
22,53,1417,6,Unauthorized Access
8080,443,983,17,Unauthorized Access
3389,443,1183,6,Unauthorized Access
3389,21,976,17,Malware Detected
8080,53,752,6,Malware Detected
3389,53,1043,6,Unauthorized Access
443,21,904,6,Malware Detected
80,443,1028,17,DDoS Attack
80,53,911,17,Malware Detected
443,21,720,6,DDoS Attack
3389,80,785,17,Unauthorized Access
3389,443,1187,6,DDoS Attack
443,53,714,17,Unauthorized Access
80,25,1187,17,Unauthorized Access
443,25,731,6,DDoS Attack
443,25,1393,17,DDoS Attack
8080,443,868,17,Brute Force
80,53,1033,6,Malware Detected
8080,80,570,6,Malware Detected
443,443,1204,17,Unauthorized Access
8080,80,1163,6,DDoS Attack
443,443,913,17,DDoS Attack
80,25,1161,6,Malware Detected
80,80,1032,17,DDoS Attack
8080,53,701,17,Unauthorized Access
443,53,1452,17,Unauthorized Access
8080,53,1261,6,Brute Force
8080,80,900,17,Unauthorized Access
3389,53,1423,17,Brute Force
80,80,1396,17,Unauthorized Access
80,25,936,17,Malware Detected
80,443,718,17,Malware Detected
3389,53,530,6,Brute Force
8080,443,773,17,Brute Force
443,25,952,17,Unauthorized Access
22,53,988,6,Unauthorized Access
22,53,1460,6,Unauthorized Access
3389,443,821,17,Malware Detected
22,21,1120,17,Unauthorized Access
8080,21,581,17,Brute Force
3389,21,1451,17,DDoS Attack
8080,25,606,17,Unauthorized Access
3389,25,1194,6,Brute Force
8080,80,982,6,Unauthorized Access
8080,53,1240,17,Malware Detected
8080,21,1068,6,Brute Force
443,80,566,6,Brute Force
3389,80,785,17,Brute Force
8080,21,1061,17,DDoS Attack
22,53,1028,17,Brute Force
443,53,1159,17,Brute Force
443,53,552,17,Brute Force
3389,21,914,17,Unauthorized Access
3389,53,830,17,Malware Detected
80,80,1405,6,Malware Detected
80,25,1175,17,DDoS Attack
443,53,500,6,Unauthorized Access
3389,25,950,17,DDoS Attack
8080,53,1099,17,Malware Detected
8080,80,1005,6,Malware Detected
8080,21,577,17,DDoS Attack
22,53,1447,6,Brute Force
3389,53,1125,17,Malware Detected
22,53,780,6,Unauthorized Access
80,443,1145,17,Unauthorized Access
80,25,1436,17,Unauthorized Access
8080,80,1466,6,Malware Detected
3389,443,565,6,Malware Detected
3389,25,1325,17,Malware Detected
22,25,1121,6,Brute Force
3389,21,1069,17,Brute Force
80,21,584,6,DDoS Attack
443,25,851,6,Brute Force
8080,80,1413,17,Unauthorized Access
443,80,504,17,Unauthorized Access
80,53,1156,6,Brute Force
8080,443,679,17,Malware Detected
3389,80,1487,6,Malware Detected
22,443,899,17,DDoS Attack
22,80,1473,17,Brute Force
80,80,798,17,DDoS Attack
22,25,1499,6,Malware Detected
22,25,575,17,Unauthorized Access
8080,25,1064,17,Brute Force
8080,443,856,6,DDoS Attack
8080,443,1361,17,Brute Force
80,80,1182,17,DDoS Attack
80,25,1326,17,Unauthorized Access
3389,53,652,6,Unauthorized Access
3389,443,715,17,Unauthorized Access
3389,25,1482,17,Brute Force
8080,443,664,17,Brute Force
443,25,676,17,Brute Force
8080,25,1297,6,Brute Force
80,53,839,17,Unauthorized Access
3389,53,586,6,Unauthorized Access
8080,53,795,6,Malware Detected
80,443,1325,17,Brute Force
80,443,1349,17,Brute Force
443,53,1376,6,DDoS Attack
8080,21,527,17,Brute Force
22,443,1101,6,Malware Detected
80,25,1369,17,Brute Force
8080,21,934,17,Malware Detected
80,53,542,6,DDoS Attack
22,80,904,17,DDoS Attack
8080,25,838,17,DDoS Attack
3389,80,1206,6,Malware Detected
22,80,593,6,Malware Detected
3389,53,524,17,Unauthorized Access
80,21,1343,17,Unauthorized Access
443,25,623,6,Malware Detected
3389,21,616,6,DDoS Attack
443,21,1032,17,Malware Detected
3389,21,1455,6,Unauthorized Access
8080,53,850,17,DDoS Attack
8080,25,1384,17,Unauthorized Access
443,25,727,6,Unauthorized Access
443,443,1236,6,DDoS Attack
22,21,1098,17,Malware Detected
3389,80,1033,6,Brute Force
3389,25,908,6,Brute Force
443,21,530,6,Malware Detected
22,25,689,17,DDoS Attack
3389,53,1269,17,Brute Force
80,25,804,17,Brute Force
22,443,979,17,Brute Force
3389,443,995,17,DDoS Attack
443,21,734,6,Malware Detected
80,21,1238,6,Unauthorized Access
443,443,1048,6,Unauthorized Access
22,80,853,17,DDoS Attack
443,53,587,6,Brute Force
22,53,578,17,Malware Detected
80,443,794,6,Unauthorized Access
3389,53,623,6,Malware Detected
443,80,1269,17,Unauthorized Access
22,25,1376,6,Brute Force
8080,53,1018,17,Malware Detected
22,443,1214,17,Brute Force
8080,80,1093,6,Malware Detected
80,25,1213,17,Brute Force
8080,25,1129,6,Malware Detected
22,53,1373,17,Brute Force
8080,443,1306,17,Brute Force
22,25,1134,17,Malware Detected
8080,443,1075,17,Brute Force
3389,443,766,17,Unauthorized Access
80,443,796,17,DDoS Attack
443,21,1390,6,Unauthorized Access
443,21,859,6,Brute Force
80,25,1144,6,Brute Force
80,21,1324,6,Malware Detected
80,21,1321,17,Unauthorized Access
443,25,1181,6,DDoS Attack
22,21,1154,17,Brute Force
443,53,1274,17,Brute Force
8080,80,1373,6,Malware Detected
22,21,601,17,Malware Detected
8080,443,1380,17,Brute Force
80,21,1495,6,Brute Force
80,25,559,17,Unauthorized Access
22,21,966,17,Unauthorized Access
8080,21,1313,17,DDoS Attack
80,25,619,6,Brute Force
8080,80,547,17,Unauthorized Access
80,80,1208,17,Brute Force
8080,80,1410,6,DDoS Attack
8080,21,1486,6,Malware Detected
22,53,825,6,Unauthorized Access
8080,21,666,6,Malware Detected
80,80,1207,17,Brute Force
3389,443,831,17,Unauthorized Access
443,443,1497,17,Malware Detected
443,443,1027,17,Unauthorized Access
22,21,816,17,Malware Detected
3389,53,923,6,DDoS Attack
22,25,1322,17,Malware Detected
8080,53,601,6,Brute Force
443,443,953,6,Malware Detected
80,443,1189,17,DDoS Attack
8080,443,620,6,Brute Force
80,21,1351,6,DDoS Attack
3389,53,1216,6,Malware Detected
22,21,661,17,Malware Detected
22,80,519,6,Malware Detected
443,25,644,17,Malware Detected
443,443,1074,17,DDoS Attack
8080,25,1314,17,Malware Detected
8080,80,1134,17,Brute Force
80,53,1469,6,Unauthorized Access
80,80,1355,17,Malware Detected
8080,443,1273,6,Malware Detected
3389,25,1124,17,DDoS Attack
443,80,1252,6,DDoS Attack
80,53,641,6,Unauthorized Access
22,25,1060,17,DDoS Attack
8080,21,952,6,Malware Detected
8080,21,1092,17,DDoS Attack
22,53,1489,17,Brute Force
443,25,578,17,DDoS Attack
8080,53,709,6,Unauthorized Access
3389,21,883,17,Unauthorized Access
8080,25,1422,17,DDoS Attack
3389,25,1391,6,Brute Force
22,443,515,6,DDoS Attack
80,80,657,6,Unauthorized Access
80,53,751,6,DDoS Attack
443,25,1257,17,Brute Force
3389,21,1258,17,Malware Detected
22,21,1349,6,Brute Force
443,25,1375,6,Malware Detected
8080,53,1194,17,Brute Force
22,25,1455,6,Malware Detected
443,443,1199,17,Brute Force
80,443,1057,17,Brute Force
22,25,1233,17,Brute Force
80,53,1214,17,DDoS Attack
443,25,1230,6,Malware Detected
3389,80,1064,17,Malware Detected
8080,443,1444,6,Brute Force
443,21,528,17,DDoS Attack
8080,80,793,6,Brute Force
22,80,1278,17,Unauthorized Access
8080,80,609,6,Brute Force
8080,25,1450,17,DDoS Attack
3389,53,1270,6,Brute Force
3389,21,1037,17,DDoS Attack
80,53,821,17,Unauthorized Access
8080,443,824,6,Malware Detected
8080,53,1461,6,Brute Force
3389,443,1067,6,Brute Force
3389,80,766,17,Malware Detected
443,80,813,6,Malware Detected
443,21,501,6,Brute Force
443,53,1196,6,Brute Force
3389,80,1152,6,Malware Detected
8080,21,974,6,Brute Force
3389,25,615,17,Malware Detected
8080,21,566,6,DDoS Attack
443,443,1463,6,Unauthorized Access
22,53,1006,17,Brute Force
80,53,716,17,Malware Detected
3389,25,1199,17,Brute Force
80,53,807,6,Malware Detected
8080,80,766,6,Brute Force
3389,25,724,17,Brute Force
22,53,1300,17,Brute Force
22,443,1366,17,Unauthorized Access
80,21,853,6,Malware Detected
443,80,1240,17,DDoS Attack
22,80,1161,17,DDoS Attack
8080,25,1452,6,Brute Force
443,25,660,6,Malware Detected
8080,443,952,17,Unauthorized Access
3389,21,706,17,Malware Detected
22,25,1454,17,DDoS Attack
80,21,859,17,DDoS Attack
22,53,1331,6,Unauthorized Access
22,443,1353,6,DDoS Attack
8080,25,1010,6,Malware Detected
8080,443,664,6,Malware Detected
22,25,1401,17,Unauthorized Access
80,53,910,6,Unauthorized Access
8080,25,1206,17,Brute Force
8080,25,1215,6,Unauthorized Access
8080,25,587,6,Malware Detected
8080,21,770,17,Malware Detected
443,53,730,6,Brute Force
22,53,660,6,Unauthorized Access
443,25,546,17,Malware Detected
22,443,850,17,DDoS Attack
80,53,530,6,Malware Detected
8080,443,950,6,DDoS Attack
443,53,1008,17,Malware Detected
8080,21,1324,17,Malware Detected
8080,53,724,17,Unauthorized Access
8080,443,1054,6,Malware Detected
3389,80,1410,17,Malware Detected
8080,443,620,6,Brute Force
3389,80,1377,6,Brute Force
80,21,1158,6,Brute Force
22,21,1348,17,Brute Force
8080,80,1141,17,DDoS Attack
443,80,797,17,Malware Detected
443,80,1401,6,Brute Force
22,80,767,17,DDoS Attack
3389,443,1037,6,DDoS Attack
22,443,618,17,Unauthorized Access
8080,21,1133,17,Malware Detected
3389,53,849,17,DDoS Attack
22,53,721,17,Unauthorized Access
8080,443,716,6,Malware Detected
3389,53,1461,6,Unauthorized Access
443,25,676,6,Brute Force
8080,25,629,17,DDoS Attack
443,80,1351,6,Unauthorized Access
80,443,1360,6,Brute Force
80,80,1082,17,Malware Detected
22,21,1246,17,Malware Detected
8080,21,506,6,Brute Force
80,53,539,17,Malware Detected
22,21,544,17,Malware Detected
443,443,1093,6,Malware Detected
80,25,1434,17,Malware Detected
80,53,612,6,DDoS Attack
80,80,1380,6,Brute Force
22,443,1047,6,Malware Detected
80,443,560,17,Unauthorized Access
443,21,1449,6,Brute Force
3389,53,1203,6,Unauthorized Access
8080,53,551,17,Brute Force
8080,80,836,17,DDoS Attack
8080,80,870,17,Brute Force
22,21,1385,17,Malware Detected
3389,53,859,6,DDoS Attack
8080,53,1278,6,DDoS Attack
3389,80,999,6,Brute Force
3389,25,1159,17,Unauthorized Access
22,21,893,6,Malware Detected
8080,25,1010,6,Brute Force
8080,80,1106,17,Malware Detected
443,443,769,17,Unauthorized Access
80,21,1249,17,DDoS Attack
80,53,890,6,Unauthorized Access
3389,80,784,6,Unauthorized Access
22,53,1258,17,DDoS Attack
22,53,1211,17,Brute Force
22,25,541,6,Brute Force
22,21,723,17,Malware Detected
22,80,1258,17,DDoS Attack
22,21,558,17,Malware Detected
443,80,1417,6,Malware Detected
80,53,1475,6,Brute Force
443,25,887,6,DDoS Attack
3389,25,1016,17,Malware Detected
22,80,690,6,Brute Force
22,25,1188,6,Brute Force
22,21,810,17,DDoS Attack
8080,53,1240,17,Malware Detected
8080,443,1093,6,DDoS Attack
443,21,1278,17,Malware Detected
443,443,1032,6,Brute Force
3389,80,519,17,DDoS Attack
443,21,812,6,Brute Force
80,80,1448,17,DDoS Attack
443,21,1066,6,Brute Force
22,21,1095,6,Malware Detected
80,21,1163,6,Unauthorized Access
443,80,1112,17,Unauthorized Access
80,80,591,17,Brute Force
8080,53,956,17,Malware Detected
443,443,1395,17,Brute Force
80,53,1142,6,DDoS Attack
443,21,1324,17,Malware Detected
443,443,671,6,Malware Detected
8080,53,827,17,Unauthorized Access
443,443,1164,6,Malware Detected
443,25,1025,6,Brute Force
3389,25,565,17,DDoS Attack
443,443,1284,6,Brute Force
8080,443,1310,6,Brute Force
3389,21,1066,17,Unauthorized Access
443,53,1294,17,Unauthorized Access
8080,80,937,6,Brute Force
80,25,757,17,Malware Detected
3389,80,1305,6,Brute Force
22,443,874,6,Malware Detected
80,53,1168,17,Unauthorized Access
80,53,1466,17,DDoS Attack
8080,80,1217,6,Brute Force
443,443,1137,17,DDoS Attack
22,53,639,17,Brute Force
443,443,800,6,Unauthorized Access
22,53,856,6,Malware Detected
80,25,1426,17,Brute Force
80,80,1344,6,Malware Detected
22,53,1065,6,Malware Detected
443,21,1118,6,Malware Detected
3389,53,1069,17,Malware Detected
80,21,934,6,Unauthorized Access
3389,21,1014,6,Brute Force
3389,25,654,6,Unauthorized Access
8080,21,653,17,Brute Force
443,443,1082,6,Brute Force
8080,25,890,6,Unauthorized Access
443,80,724,17,Unauthorized Access
443,21,1151,17,Unauthorized Access
22,53,665,17,Malware Detected
3389,53,638,6,Unauthorized Access
443,21,1339,6,DDoS Attack
22,80,941,17,Brute Force
8080,80,691,6,Brute Force
22,21,1301,17,Malware Detected
443,53,769,17,Unauthorized Access
8080,443,1239,6,Unauthorized Access
3389,53,1043,17,Unauthorized Access
3389,53,1016,17,Brute Force
3389,53,597,17,DDoS Attack
3389,21,1266,6,Brute Force
22,443,742,17,Unauthorized Access
3389,80,690,6,Brute Force
443,80,1110,17,Unauthorized Access
8080,53,539,17,Unauthorized Access
443,53,1491,17,Brute Force
22,53,708,17,DDoS Attack
8080,80,1357,17,Malware Detected
8080,443,637,17,Brute Force
8080,25,804,17,Brute Force
3389,53,1419,6,Unauthorized Access
443,21,1282,17,Unauthorized Access
8080,21,1346,6,Brute Force
3389,25,1035,17,Unauthorized Access
80,21,1051,6,Brute Force
22,53,995,17,Malware Detected
443,25,616,17,DDoS Attack
3389,21,1437,17,DDoS Attack
8080,443,904,17,Unauthorized Access
80,443,1364,17,Malware Detected
443,53,660,6,DDoS Attack
443,443,848,17,DDoS Attack
3389,53,1337,17,Brute Force
443,443,1339,17,Brute Force
443,25,1027,17,Malware Detected
8080,21,979,6,Malware Detected
8080,25,1309,6,Unauthorized Access
80,21,1239,17,Brute Force
443,53,683,6,Brute Force
80,53,1213,6,Brute Force
8080,25,1060,17,Malware Detected
3389,80,1337,17,DDoS Attack
80,21,1180,17,Brute Force
80,53,681,17,DDoS Attack
22,53,1192,6,Unauthorized Access
22,25,503,6,Unauthorized Access
443,53,922,17,Brute Force
80,21,1209,6,Malware Detected
22,21,1057,6,Brute Force
80,25,1334,6,DDoS Attack
443,80,850,6,Brute Force
3389,53,776,17,Brute Force
3389,25,1135,17,DDoS Attack
3389,21,708,17,Unauthorized Access
22,80,668,17,DDoS Attack
22,80,956,17,DDoS Attack
80,25,1310,6,Malware Detected
3389,443,990,6,DDoS Attack
8080,53,670,6,Malware Detected
22,25,699,6,Brute Force
80,443,607,6,DDoS Attack
8080,21,887,17,Unauthorized Access
22,25,548,17,DDoS Attack
80,21,644,17,Unauthorized Access
8080,25,1435,17,DDoS Attack
22,53,1289,17,DDoS Attack
443,443,648,6,Malware Detected
8080,443,1325,6,Brute Force
8080,53,1424,6,Malware Detected
443,80,1410,6,Malware Detected
443,53,1477,17,Brute Force
3389,80,1056,6,Malware Detected
3389,53,1216,6,Brute Force
22,21,1095,6,Brute Force
8080,80,894,6,DDoS Attack
22,443,781,17,DDoS Attack
22,443,1282,6,DDoS Attack
8080,80,1231,6,DDoS Attack
80,53,609,6,Brute Force
443,25,1470,6,Malware Detected
80,25,1074,17,Unauthorized Access
443,53,1150,6,Unauthorized Access
80,25,840,17,DDoS Attack
80,25,1036,17,DDoS Attack
443,21,980,6,Unauthorized Access
443,443,1196,6,DDoS Attack
22,21,1049,17,Malware Detected
22,80,1101,6,Unauthorized Access
3389,53,1103,17,Unauthorized Access
3389,53,755,17,Brute Force
80,53,1264,17,DDoS Attack
443,80,787,17,Unauthorized Access
3389,53,910,6,Brute Force
8080,21,813,6,Malware Detected
80,53,1220,17,Malware Detected
22,80,1282,17,Unauthorized Access
22,25,1036,17,Unauthorized Access
22,25,1349,6,Unauthorized Access
443,25,788,6,Malware Detected
3389,25,1384,17,Malware Detected
8080,53,632,6,Unauthorized Access
80,53,1174,17,Brute Force
80,21,925,6,DDoS Attack
22,443,1450,6,Brute Force
3389,21,1206,6,DDoS Attack
80,443,1300,17,Brute Force
443,25,588,6,DDoS Attack
22,53,667,17,Malware Detected
22,80,1463,6,Malware Detected
22,53,686,6,Brute Force
80,80,722,17,Unauthorized Access
8080,443,674,6,DDoS Attack
3389,443,1491,6,Malware Detected
443,21,803,6,Unauthorized Access
8080,53,1159,6,Malware Detected
80,25,753,17,Unauthorized Access
8080,53,721,17,DDoS Attack
22,53,1258,17,Brute Force
22,25,1246,17,Malware Detected
8080,21,1301,6,DDoS Attack
80,80,863,6,DDoS Attack
3389,53,1219,17,Brute Force
8080,443,581,17,Malware Detected
8080,53,662,6,Unauthorized Access
443,443,1430,6,Brute Force
22,25,955,17,Unauthorized Access
8080,80,1415,6,Brute Force
8080,443,1210,6,Brute Force
3389,443,819,17,Malware Detected
3389,80,960,17,Malware Detected
3389,25,1354,6,DDoS Attack
22,443,556,17,Brute Force
3389,21,1333,17,DDoS Attack
80,53,1006,6,Malware Detected
443,21,636,6,Malware Detected
80,53,1389,6,Brute Force
3389,443,762,17,Unauthorized Access
3389,53,1258,6,Malware Detected
8080,21,1056,6,Brute Force
8080,25,686,17,Brute Force
8080,25,1100,17,DDoS Attack
443,53,1106,17,DDoS Attack
3389,53,738,6,Brute Force
8080,53,597,17,Malware Detected
3389,53,678,17,DDoS Attack
22,80,1455,6,Malware Detected
3389,25,714,17,Malware Detected
8080,25,1257,17,Unauthorized Access
80,21,1253,17,Unauthorized Access
22,25,996,6,Malware Detected
22,21,867,17,Unauthorized Access
22,21,808,17,Brute Force
22,21,1259,17,Malware Detected
3389,25,1459,17,Malware Detected
443,80,967,17,DDoS Attack
3389,25,1302,17,DDoS Attack
22,21,1049,17,Malware Detected
443,80,824,6,DDoS Attack
8080,25,708,17,Unauthorized Access
22,443,922,17,DDoS Attack
22,21,890,17,Unauthorized Access
80,80,1039,17,Malware Detected
22,53,1055,6,Brute Force
3389,53,665,17,Malware Detected
22,80,1029,17,Brute Force
8080,53,1243,17,Malware Detected
22,80,1131,17,Unauthorized Access
443,443,1199,17,Brute Force
8080,21,1353,6,Unauthorized Access
8080,53,1226,17,Unauthorized Access
3389,25,1277,17,DDoS Attack
80,53,1144,6,Brute Force
8080,80,1263,6,DDoS Attack
3389,443,1389,6,Malware Detected
80,21,568,17,DDoS Attack
80,443,685,17,Unauthorized Access
443,53,1139,6,Brute Force
443,21,926,17,Malware Detected
80,80,575,6,DDoS Attack
3389,25,871,17,DDoS Attack
80,80,749,17,DDoS Attack
80,53,611,17,Malware Detected
3389,53,1339,6,Malware Detected
22,53,1157,6,DDoS Attack
443,25,870,6,Brute Force
80,53,624,17,Unauthorized Access
22,21,1336,6,Unauthorized Access
22,25,1375,17,Brute Force
22,21,1452,6,Brute Force
443,53,889,6,Brute Force
22,80,674,6,Unauthorized Access
443,25,1249,17,Malware Detected
443,53,934,6,Unauthorized Access
80,80,1284,6,Unauthorized Access
22,53,615,6,Brute Force
3389,53,1065,6,Brute Force
22,80,1047,17,Unauthorized Access
3389,443,766,6,Malware Detected
3389,21,1347,17,Brute Force
3389,25,728,6,Brute Force
80,53,1339,17,DDoS Attack
8080,53,516,17,Brute Force
443,21,1139,6,DDoS Attack
3389,25,1109,17,DDoS Attack
8080,80,684,17,DDoS Attack
443,53,1469,6,Malware Detected
80,53,537,17,Unauthorized Access
22,53,1293,6,Unauthorized Access
443,21,568,6,Brute Force
443,21,958,17,Brute Force
443,80,1399,6,DDoS Attack
3389,80,543,17,Malware Detected
443,53,1065,17,DDoS Attack
443,53,1415,17,Unauthorized Access
443,443,857,6,Brute Force
443,21,672,17,DDoS Attack
3389,21,1158,6,Brute Force
8080,53,704,6,Unauthorized Access
8080,443,606,17,DDoS Attack
22,53,714,6,DDoS Attack
8080,443,833,6,Malware Detected
8080,80,1188,17,DDoS Attack
3389,21,898,17,DDoS Attack
3389,53,522,6,Brute Force
8080,443,1189,17,Malware Detected
8080,53,595,6,Unauthorized Access
80,25,759,6,Brute Force
22,25,593,17,Malware Detected
80,21,600,17,Brute Force
80,21,1018,6,Unauthorized Access
8080,25,1489,17,Brute Force
80,443,695,6,Malware Detected
3389,80,757,6,Brute Force
8080,21,992,6,DDoS Attack
8080,21,1228,17,DDoS Attack
443,443,798,17,Unauthorized Access
80,443,673,6,Unauthorized Access
80,53,935,6,Unauthorized Access
3389,443,711,6,DDoS Attack
80,53,906,17,Unauthorized Access
80,25,1028,17,DDoS Attack
443,80,577,17,Brute Force
3389,25,1186,6,Unauthorized Access
80,443,1242,17,Malware Detected
3389,443,1085,6,DDoS Attack
8080,80,788,17,Unauthorized Access
8080,25,880,6,Brute Force
8080,25,1401,6,Unauthorized Access
80,80,1005,6,Brute Force
443,21,511,17,Malware Detected
8080,53,785,17,Malware Detected
3389,21,1446,6,Brute Force
8080,21,864,6,Brute Force
8080,443,1155,6,Malware Detected
22,53,1477,6,Unauthorized Access
443,80,1336,17,Malware Detected
443,53,682,6,Malware Detected
3389,21,686,6,Malware Detected
443,25,685,17,Unauthorized Access
80,25,1191,6,Brute Force
22,21,759,17,Brute Force
22,21,1294,17,Brute Force
80,21,790,6,Brute Force
80,53,988,17,DDoS Attack
22,53,562,17,Unauthorized Access
3389,80,873,6,DDoS Attack
443,80,1353,17,Malware Detected
80,443,1434,17,Malware Detected
22,53,1105,17,Brute Force
3389,80,624,6,Malware Detected
443,80,624,17,Unauthorized Access
443,443,1278,6,Unauthorized Access
8080,53,818,6,Unauthorized Access
80,80,991,6,Brute Force
80,25,669,6,Malware Detected
3389,443,1179,6,DDoS Attack
3389,25,1102,17,Brute Force
8080,443,1344,17,DDoS Attack
22,53,1380,6,Malware Detected
22,53,618,6,Malware Detected
22,443,1140,17,Brute Force
443,80,978,6,Brute Force
22,21,1413,17,Unauthorized Access
22,21,1421,6,DDoS Attack
22,25,1252,17,Unauthorized Access
443,21,887,6,Unauthorized Access
8080,443,1049,6,Unauthorized Access
80,21,784,17,Unauthorized Access
22,80,1465,17,Malware Detected
80,21,1127,17,Brute Force
8080,25,622,17,Unauthorized Access
3389,21,1206,17,Brute Force
3389,443,741,6,Unauthorized Access
443,80,1108,6,Malware Detected
80,25,1406,17,Brute Force
443,25,876,6,DDoS Attack
8080,53,854,6,Brute Force
8080,80,524,17,Brute Force
3389,25,701,17,Malware Detected
443,21,576,17,Malware Detected
443,25,1315,6,Unauthorized Access
80,53,871,6,DDoS Attack
8080,80,837,17,Unauthorized Access
3389,53,1396,6,Brute Force
3389,21,1045,6,Unauthorized Access
80,21,756,6,Unauthorized Access
80,443,1066,17,Brute Force
443,21,610,6,DDoS Attack
443,443,1145,17,Unauthorized Access
3389,25,999,17,Malware Detected
22,80,1482,6,Malware Detected
80,53,574,6,Brute Force
8080,25,833,17,DDoS Attack
3389,21,1159,17,Unauthorized Access
8080,80,1180,17,Unauthorized Access
8080,53,802,6,Unauthorized Access
80,80,869,6,DDoS Attack
3389,53,1455,17,Brute Force
8080,21,633,17,Malware Detected
3389,21,1449,6,Unauthorized Access
8080,53,929,6,Malware Detected
8080,443,1265,17,Brute Force
80,443,874,17,DDoS Attack
8080,443,1484,17,Malware Detected
3389,25,931,6,Brute Force
22,25,1035,17,Unauthorized Access
3389,443,698,17,DDoS Attack
3389,21,1176,17,DDoS Attack
8080,53,1423,6,Brute Force
80,25,1405,6,Malware Detected
3389,80,746,17,Malware Detected
3389,443,876,6,Malware Detected
443,25,1307,17,Malware Detected
8080,80,1002,6,Malware Detected
443,80,963,17,Malware Detected
443,53,653,17,DDoS Attack
22,80,1190,6,Brute Force
22,53,1055,17,Malware Detected
80,80,1437,17,Unauthorized Access
3389,443,1336,6,Malware Detected
3389,443,769,17,Brute Force
8080,21,1166,17,Brute Force
8080,21,1264,6,Malware Detected
22,443,723,17,Malware Detected
22,21,626,17,DDoS Attack
443,21,712,17,Brute Force
3389,25,1012,6,DDoS Attack
3389,25,944,6,Unauthorized Access
80,25,1010,17,Malware Detected
3389,443,552,6,Unauthorized Access
8080,25,1088,6,Malware Detected
80,21,681,17,Malware Detected
8080,80,1388,6,DDoS Attack
8080,443,1150,17,Malware Detected
8080,443,814,6,Malware Detected
80,21,1135,17,Brute Force
3389,443,735,6,Unauthorized Access
3389,53,1440,6,Unauthorized Access
443,443,1422,17,Unauthorized Access
8080,25,1096,17,Brute Force
3389,21,1167,17,Brute Force
443,25,1118,17,Malware Detected
3389,80,1444,17,Malware Detected
22,80,951,17,Brute Force
22,443,1307,17,DDoS Attack
22,80,1038,17,Brute Force
8080,80,1381,6,Brute Force
443,80,1373,6,Malware Detected
443,443,936,17,DDoS Attack
443,25,1002,6,Brute Force
3389,25,921,6,Malware Detected
8080,80,562,6,Unauthorized Access
443,80,1247,17,DDoS Attack
443,53,630,6,DDoS Attack
80,25,1235,17,Brute Force
443,25,1066,6,Brute Force
8080,80,554,17,DDoS Attack
80,443,1189,6,DDoS Attack
80,80,582,17,Brute Force
8080,21,655,6,Malware Detected
3389,53,588,17,DDoS Attack
80,21,718,6,DDoS Attack
3389,25,582,6,DDoS Attack
8080,443,1308,17,Brute Force
3389,21,655,6,Brute Force
8080,443,918,6,Brute Force
80,25,508,17,Malware Detected
3389,21,832,6,DDoS Attack
22,53,1044,17,Brute Force
3389,21,1238,6,Brute Force
22,21,1245,6,Brute Force
443,53,530,17,Unauthorized Access
3389,80,569,6,Brute Force
22,25,1298,6,Unauthorized Access
80,25,1122,6,Brute Force
443,25,1441,17,Brute Force
3389,53,596,6,DDoS Attack
443,21,573,17,Brute Force
443,53,586,17,Malware Detected
443,21,1117,17,Brute Force
22,443,1108,6,DDoS Attack
80,25,828,17,DDoS Attack
8080,443,1450,6,Malware Detected
443,53,1483,6,Unauthorized Access
443,80,663,6,DDoS Attack
3389,443,1068,17,Unauthorized Access
8080,443,751,17,Brute Force
3389,443,551,6,DDoS Attack
22,21,633,6,DDoS Attack
8080,443,1098,17,DDoS Attack
8080,21,1212,6,DDoS Attack
3389,443,1312,17,Malware Detected
3389,21,851,6,Unauthorized Access
22,25,1487,17,Malware Detected
80,80,1098,6,Malware Detected
3389,21,1026,6,Brute Force
443,53,739,6,DDoS Attack
8080,53,1008,17,Malware Detected
80,25,1284,6,Malware Detected
22,80,1268,6,Unauthorized Access
22,53,926,17,Unauthorized Access
443,53,893,6,Malware Detected
8080,25,1418,17,Malware Detected
80,53,544,17,Brute Force
22,80,1449,6,Brute Force
80,443,1213,17,Malware Detected
8080,21,1340,17,Malware Detected
22,21,1124,17,Brute Force
443,25,895,6,Brute Force
443,53,538,6,Unauthorized Access
3389,21,1212,17,Malware Detected
22,25,1349,6,Brute Force
22,53,730,17,Unauthorized Access
8080,25,660,6,Unauthorized Access
8080,443,546,6,Malware Detected
8080,80,1275,6,Brute Force
443,443,989,17,Malware Detected
3389,25,1169,6,Brute Force
443,80,510,6,Unauthorized Access
3389,80,569,6,DDoS Attack
8080,25,782,6,Unauthorized Access
22,80,1407,6,Malware Detected
8080,80,930,17,Malware Detected
22,443,1071,6,DDoS Attack
3389,80,1418,17,Unauthorized Access
3389,25,607,17,Brute Force
80,21,1199,17,Malware Detected
8080,21,1018,17,Unauthorized Access
22,25,1372,6,DDoS Attack
443,443,1106,6,Unauthorized Access
80,443,1296,17,Malware Detected
8080,21,547,17,DDoS Attack
3389,80,1110,17,Brute Force
3389,443,1004,6,DDoS Attack
3389,21,706,17,Brute Force
3389,53,505,6,Malware Detected
22,21,737,6,Unauthorized Access
22,80,1133,6,Brute Force
443,21,1062,6,Brute Force
80,25,1396,6,Brute Force
3389,21,1045,6,Unauthorized Access
443,443,825,6,Brute Force
443,443,1331,17,Unauthorized Access
443,443,1129,17,Brute Force
3389,25,1492,6,Brute Force
8080,21,1153,6,DDoS Attack
